Number,GyroX,GyroY,GyroZ,AccX,AccY,AccZ
908,-0.4485801527,3.5288091603,-0.4807557252,-0.7026810303,0.1903450928,0.4857070313
909,0.0399694656,2.7501832061,-0.2670152672,-0.6184525146,0.0648568115,0.5801894531
910,0.1163053435,3.1013282443,-0.2593816794,-0.6838822021,0.1122200928,0.4254042969
911,0.4292824427,2.4753740458,-0.0532748092,-0.6721634521,0.1095345459,0.491078125
912,0.8262290076,2.2921679389,0.0001603053,-0.6658157959,0.1036751709,0.4803359375
913,1.0934045802,2.2616335878,0.0917633588,-0.6604447021,0.0843880615,0.4251601563
914,1.2308091603,2.0326259542,0.1757328244,-0.6645950928,0.0765755615,0.4354140625
915,1.1621068702,2.0707938931,0.2062671756,-0.6606888428,0.0838997803,0.4239394531
916,0.956,2.2998015267,0.1222977099,-0.686567749,0.0699837646,0.4412734375
917,0.6124885496,2.2692671756,0.0383282443,-0.6902298584,0.0909798584,0.4532363281
918,0.3300458015,2.3685038168,0.0154274809,-0.7161087646,0.0924447021,0.4522597656
919,0.1773740458,2.3456030534,0.0230610687,-0.6882767334,0.0929329834,0.457875
920,0.1010381679,2.3761374046,0.084129771,-0.6914505615,0.0919564209,0.432484375
921,0.1086717557,2.3379694656,0.1451984733,-0.6811966553,0.0926888428,0.4351699219
922,0.0552366412,2.4066717557,0.1070305344,-0.6948685303,0.089270874,0.4302871094
923,-0.0210992366,2.4524732824,0.0917633588,-0.6941361084,0.0904915771,0.4312636719
924,-0.0516335878,2.5898778626,0.1299312977,-0.7043900146,0.1075814209,0.4547011719
925,-0.044,2.7120152672,0.1222977099,-0.7087845459,0.0914681396,0.4439589844
926,-0.0363664122,2.8646870229,0.1222977099,-0.702192749,0.1005013428,0.4547011719
927,0.0934045802,3.0631603053,0.2062671756,-0.7134232178,0.1078255615,0.4595839844
928,0.1850076336,3.1013282443,0.2291679389,-0.7163529053,0.1002572021,0.4449355469
929,0.2460763359,3.0784274809,0.2444351145,-0.702192749,0.0917122803,0.4263808594
930,0.3529465649,3.0097251908,0.2749694656,-0.6987747803,0.0980599365,0.4427382813
931,0.490351145,2.9104885496,0.2368015267,-0.6970657959,0.0956185303,0.4354140625
932,0.5514198473,2.9486564885,0.2062671756,-0.7114700928,0.1056282959,0.4258925781
933,0.5666870229,3.040259542,0.1757328244,-0.7170853271,0.0941536865,0.4136855469
934,0.421648855,3.1623969466,0.1375648855,-0.7170853271,0.1102669678,0.4224746094
935,0.169740458,3.3532366412,0.0459618321,-0.7248978271,0.1141732178,0.409046875
936,-0.0516335878,3.5440763359,-0.0532748092,-0.7253861084,0.0948861084,0.395375
937,-0.3111755725,3.5364427481,-0.0761755725,-0.7222122803,0.0875618896,0.3968398438
938,-0.4638473282,3.4753740458,-0.0685419847,-0.7104935303,0.0980599365,0.4083144531
939,-0.4409465649,3.5288091603,-0.0074732824,-0.717817749,0.1080697021,0.3860976563
940,-0.2959083969,3.5135419847,0.0688625954,-0.7185501709,0.1041634521,0.3887832031
941,-0.1279694656,3.5364427481,0.0917633588,-0.7117142334,0.1024544678,0.3792617188
942,0.1163053435,3.5135419847,0.084129771,-0.7043900146,0.1131966553,0.3885390625
943,0.2995114504,3.6433129771,0.0917633588,-0.713911499,0.1036751709,0.3668105469
944,0.3071450382,3.9028549618,0.0230610687,-0.727583374,0.097083374,0.3619277344
945,0.2384427481,3.9181221374,-0.0456412214,-0.7034134521,0.0939095459,0.3663222656
946,0.1773740458,3.9181221374,-0.0761755725,-0.7300247803,0.0963509521,0.3668105469
947,0.1773740458,3.8112519084,0.0001603053,-0.7202591553,0.087317749,0.3538710938
948,0.2079083969,3.5822442748,0.1070305344,-0.7305130615,0.1105111084,0.3629042969
949,0.2689770992,3.360870229,0.2062671756,-0.719770874,0.0987923584,0.3497207031
950,0.3529465649,3.2616335878,0.3055038168,-0.7292923584,0.0980599365,0.3438613281
951,0.3453129771,3.1929312977,0.3513053435,-0.7180618896,0.1073372803,0.3340957031
952,0.383480916,3.3837709924,0.3513053435,-0.7019486084,0.091223999,0.3089492188
953,0.4521832061,3.5288091603,0.3665725191,-0.723677124,0.1024544678,0.3121230469
954,0.5056183206,3.5898778626,0.3055038168,-0.7253861084,0.097083374,0.3209121094
955,0.5056183206,3.5059083969,0.3284045802,-0.7180618896,0.0956185303,0.3079726563
956,0.490351145,3.3914045802,0.3513053435,-0.7273392334,0.0878060303,0.3030898438
957,0.4674503817,3.3837709924,0.3894732824,-0.7378372803,0.093177124,0.3043105469
958,0.3300458015,3.2921679389,0.3894732824,-0.7307572021,0.0924447021,0.3126113281
959,0.0934045802,3.2081984733,0.3742061069,-0.7349075928,0.087317749,0.2889296875
960,-0.0669007634,3.1852977099,0.3894732824,-0.729536499,0.0841439209,0.3123671875
961,-0.1203358779,3.1165954198,0.3207709924,-0.7324661865,0.1109993896,0.3089492188
962,-0.2424732824,3.0555267176,0.2215343511,-0.7241654053,0.0868294678,0.2747695313
963,-0.2272061069,3.1013282443,0.1680992366,-0.7227005615,0.0797493896,0.2393691406
964,-0.1966717557,3.2463664122,0.2139007634,-0.721723999,0.0868294678,0.252796875
965,-0.0363664122,3.3303358779,0.3055038168,-0.7329544678,0.0904915771,0.2686660156
966,0.1163053435,3.3303358779,0.3436717557,-0.7397904053,0.0868294678,0.2706191406
967,0.2842442748,3.3990381679,0.3665725191,-0.7368607178,0.0924447021,0.2691542969
968,0.4369160305,3.3074351145,0.4200076336,-0.7261185303,0.0995247803,0.2581679688
969,0.421648855,3.1013282443,0.5192442748,-0.7368607178,0.104895874,0.2503554688
970,0.4369160305,2.8188854962,0.5345114504,-0.7248978271,0.0904915771,0.2676894531
971,0.4292824427,2.5822442748,0.5726793893,-0.7410111084,0.1002572021,0.2596328125
972,0.3224122137,2.4219389313,0.5803129771,-0.7329544678,0.1031868896,0.2581679688
973,0.2613435115,2.5059083969,0.549778626,-0.7397904053,0.0992806396,0.237171875
974,0.2231755725,2.6509465649,0.4887099237,-0.7368607178,0.1051400146,0.2203261719
975,0.1621068702,2.7043816794,0.3589389313,-0.741255249,0.0846322021,0.2283828125
976,0.2384427481,2.7654503817,0.3589389313,-0.7446732178,0.1161263428,0.2296035156
977,0.2613435115,2.8188854962,0.404740458,-0.7439407959,0.0992806396,0.2210585938
978,0.383480916,3.0326259542,0.4429083969,-0.7583450928,0.1105111084,0.2291152344
979,0.4292824427,3.1318625954,0.4200076336,-0.7527298584,0.1100228271,0.217640625
980,0.3911145038,3.0631603053,0.4734427481,-0.7546829834,0.1083138428,0.2044570313
981,0.4369160305,2.9028549618,0.5268778626,-0.7766556396,0.1193001709,0.2283828125
982,0.5361526718,2.7349160305,0.5192442748,-0.7541947021,0.1256478271,0.2283828125
983,0.4674503817,2.6051450382,0.5345114504,-0.7480911865,0.1153939209,0.1934707031
984,0.3911145038,2.5135419847,0.5345114504,-0.752973999,0.1024544678,0.2054335938
985,0.3529465649,2.4982748092,0.511610687,-0.7537064209,0.1210091553,0.2110488281
986,0.2842442748,2.3914045802,0.3971068702,-0.7556595459,0.1222298584,0.2225234375
987,0.2537099237,2.3761374046,0.3284045802,-0.7541947021,0.1339486084,0.2188613281
988,0.2308091603,2.5211755725,0.1986335878,-0.7751907959,0.1276009521,0.2222792969
989,0.1544732824,2.4601068702,0.1146641221,-0.7488236084,0.1212532959,0.2056777344
990,0.1773740458,2.4219389313,0.1757328244,-0.7612747803,0.1327279053,0.2144667969
991,0.1163053435,2.7043816794,0.1070305344,-0.7781204834,0.1315072021,0.1876113281
992,-0.0210992366,2.681480916,0.0764961832,-0.7551712646,0.1236947021,0.2061660156
993,-0.0821679389,2.4982748092,0.1299312977,-0.7541947021,0.1122200928,0.1915175781
994,0.0247022901,2.2616335878,0.2062671756,-0.7544388428,0.1156380615,0.1822402344
995,0.1621068702,2.0707938931,0.3589389313,-0.7468704834,0.1261361084,0.1861464844
996,0.3224122137,2.0097251908,0.3742061069,-0.7515091553,0.1236947021,0.1646621094
997,0.3911145038,2.1089618321,0.3742061069,-0.7498001709,0.118567749,0.1671035156
998,0.528519084,2.2616335878,0.297870229,-0.7593216553,0.120520874,0.1890761719
999,0.597221374,2.3761374046,0.1680992366,-0.760786499,0.1173470459,0.1873671875
1000,0.5437862595,2.7578167939,0.0001603053,-0.7505325928,0.1327279053,0.1646621094
1001,0.4979847328,2.9257557252,-0.0380076336,-0.7522415771,0.116614624,0.1849257813
1002,0.4445496183,2.9104885496,-0.0609083969,-0.7534622803,0.1356575928,0.1893203125
1003,0.5056183206,2.8341526718,-0.0456412214,-0.7585892334,0.1315072021,0.2012832031
1004,0.5819541985,2.826519084,0.0459618321,-0.7688431396,0.1356575928,0.1661269531
1005,0.5514198473,2.7730839695,0.1528320611,-0.7610306396,0.1234505615,0.1443984375
1006,0.5743206107,2.6585801527,0.2368015267,-0.7693314209,0.1046517334,0.1329238281
1007,0.7040916031,2.4830076336,0.404740458,-0.7581009521,0.1214974365,0.1365859375
1008,0.8720305344,2.2692671756,0.5345114504,-0.7578568115,0.1227181396,0.1202285156
1009,0.8567633588,2.0173587786,0.5650458015,-0.7566361084,0.1131966553,0.1002089844
1010,0.849129771,1.9104885496,0.618480916,-0.7517532959,0.1193001709,0.1048476563
1011,0.7346259542,2.0097251908,0.5421450382,-0.7690872803,0.118567749,0.1185195313
1012,0.4827175573,2.0707938931,0.4658091603,-0.7615189209,0.1056282959,0.1265761719
1013,0.2537099237,2.2463664122,0.3436717557,-0.7624954834,0.1163704834,0.1229140625
1014,0.1239389313,2.4066717557,0.2215343511,-0.7600540771,0.118567749,0.12975
1015,0.0094351145,2.5364427481,0.0917633588,-0.7629837646,0.1229622803,0.1329238281
1016,-0.0134656489,2.5135419847,-0.0074732824,-0.7515091553,0.1254036865,0.1429335938
1017,-0.0592671756,2.6662137405,-0.1067099237,-0.7563919678,0.1200325928,0.1170546875
1018,-0.0592671756,2.7578167939,-0.1601450382,-0.7544388428,0.1295540771,0.1214492188
1019,0.0247022901,2.5822442748,-0.1143435115,-0.7546829834,0.1371224365,0.1246230469
1020,0.2002748092,2.3456030534,-0.022740458,-0.7688431396,0.1446907959,0.1148574219
1021,0.2689770992,2.1623969466,-0.0074732824,-0.7786087646,0.1241829834,0.1275527344
1022,0.2308091603,2.040259542,0.0383282443,-0.764692749,0.1268685303,0.1155898438
1023,0.1468396947,2.2005648855,0.1299312977,-0.7805618896,0.1227181396,0.0914199219
1024,0.0399694656,2.2921679389,0.1451984733,-0.7668900146,0.1214974365,0.1055800781
1025,0.0323358779,2.5440763359,0.2368015267,-0.7832474365,0.1315072021,0.0980117188
1026,0.0476030534,2.6738473282,0.2291679389,-0.7703079834,0.128333374,0.0992324219
1027,0.1086717557,2.5517099237,0.2444351145,-0.7693314209,0.1424935303,0.1085097656
1028,0.2308091603,2.5211755725,0.3055038168,-0.7693314209,0.1415169678,0.11021875
1029,0.383480916,2.4066717557,0.3360381679,-0.7742142334,0.1363900146,0.1041152344
1030,0.3300458015,2.2692671756,0.3207709924,-0.776411499,0.1434700928,0.0894667969
1031,0.2384427481,2.3761374046,0.3055038168,-0.7925247803,0.1261361084,0.0833632813
1032,0.1239389313,2.4601068702,0.2368015267,-0.7844681396,0.1356575928,0.0792128906
1033,0.1086717557,2.5364427481,0.1833664122,-0.7751907959,0.1276009521,0.0674941406
1034,0.1468396947,2.7501832061,0.0993969466,-0.7742142334,0.130286499,0.069203125
1035,0.3224122137,2.7807175573,0.0383282443,-0.7681107178,0.1412728271,0.0853164063
1036,0.4750839695,2.7120152672,-0.0151068702,-0.7668900146,0.1407845459,0.09459375
1037,0.5208854962,2.788351145,-0.1525114504,-0.7742142334,0.1229622803,0.0655410156
1038,0.5743206107,2.6738473282,-0.129610687,-0.7695755615,0.1293099365,0.0538222656
1039,0.6277557252,2.5364427481,-0.1067099237,-0.7747025146,0.1234505615,0.053578125
1040,0.5514198473,2.5898778626,-0.129610687,-0.778364624,0.1212532959,0.0330703125
1041,0.3376793893,2.7349160305,-0.1754122137,-0.7766556396,0.1180794678,0.0323378906
1042,0.1392061069,2.8723206107,-0.2441145038,-0.7817825928,0.1156380615,0.0335585938
1043,-0.0210992366,2.8646870229,-0.2975496183,-0.7817825928,0.1266243896,0.0479628906
1044,-0.0821679389,2.7959847328,-0.343351145,-0.7768997803,0.1197884521,0.0479628906
1045,0.1086717557,2.6280458015,-0.2899160305,-0.7642044678,0.1444466553,0.0411269531
1046,0.3987480916,2.6280458015,-0.167778626,-0.7720169678,0.1463997803,0.0494277344
1047,0.5514198473,2.9944580153,1.725351145,-0.7825150146,0.1424935303,0.0162246094
1048,0.6201221374,3.2234656489,-0.2822824427,-0.7776322021,0.1295540771,0.0284316406
1049,0.7651603053,3.4066717557,-0.3662519084,-0.7644486084,0.1178353271,0.0355117188
1050,0.8262290076,3.7349160305,-0.4731221374,-0.7754349365,0.1175911865,0.0230605469
1051,0.7575267176,3.7272824427,-0.488389313,-0.7600540771,0.1236947021,0.0298964844
1052,0.6811908397,3.8875877863,-0.5723587786,-0.7690872803,0.1180794678,0.0440566406
1053,0.6124885496,4.0707938931,-0.6410610687,-0.7869095459,0.1195443115,0.02428125
1054,0.4292824427,4.0555267176,-0.6410610687,-0.7717728271,0.1144173584,0.0069472656
1055,0.2842442748,4.360870229,-0.7250305344,-0.7812943115,0.1254036865,0.006703125
1056,0.314778626,4.5975114504,-0.8395343511,-0.7488236084,0.1149056396,0.0257460938
1057,0.528519084,4.3685038168,-0.7937328244,-0.7656693115,0.1310189209,0.0081679688
1058,0.9712671756,3.933389313,-0.7784656489,-0.7756790771,0.1390755615,-0.0098984375
1059,1.4445496183,2.6280458015,-0.809,-0.7871536865,0.1503060303,-0.0035507812
1060,1.5819541985,0.360870229,-0.7479312977,-0.8201126709,0.1466439209,0.0118300781
1061,1.4063816794,-1.3108854962,-0.5799923664,-0.8125443115,0.1310189209,-0.0162460937
1062,1.1773740458,0.1013282443,-0.0074732824,-0.7703079834,0.1727669678,-0.0504257812
1063,0.9330992366,2.3379694656,0.1528320611,-0.7300247803,0.0707161865,-0.1305039062
1064,0.4598167939,2.5898778626,-0.0151068702,-0.7202591553,0.071692749,-0.1156113281
1065,0.1926412214,3.0860610687,-0.1906793893,-0.7427200928,0.0809700928,-0.1341660156
1066,0.314778626,2.8875877863,-0.4654885496,-0.7593216553,0.099036499,-0.0321152344
1067,0.421648855,2.7120152672,-0.381519084,-0.7844681396,0.1273568115,-0.0213730469
1068,0.3987480916,3.3227022901,-0.3967862595,-0.7710404053,0.1002572021,-0.0487167969
1069,0.6048549618,3.040259542,-0.2899160305,-0.7742142334,0.1078255615,-0.0660507812
1070,0.8262290076,2.2387328244,-0.0380076336,-0.7554154053,0.1175911865,-0.0802109375
1071,1.4369160305,1.3379694656,0.3284045802,-0.7634720459,0.1227181396,-0.0750839844
1072,1.7040916031,0.3379694656,0.6948167939,-0.7600540771,0.1183236084,-0.1126816406
1073,1.4827175573,-0.0208091603,0.8627557252,-0.7590775146,0.0919564209,-0.12415625
1074,0.8567633588,0.040259542,0.8169541985,-0.7786087646,0.0895150146,-0.1446640625
1075,0.1544732824,0.2692671756,0.6795496183,-0.7397904053,0.0624154053,-0.1351425781
1076,-0.0974351145,0.5517099237,0.5345114504,-0.7319779053,0.087317749,-0.0924179687
1077,-0.150870229,0.9257557252,0.4658091603,-0.723677124,0.0963509521,-0.0894882812
1078,-0.0974351145,1.2158320611,0.4887099237,-0.7422318115,0.1141732178,-0.1021835937
1079,-0.0821679389,1.1013282443,0.5726793893,-0.7341751709,0.106848999,-0.0780136719
1080,-0.044,0.9944580153,0.6108473282,-0.7478470459,0.1063607178,-0.0789902344
1081,-0.0974351145,0.681480916,0.5650458015,-0.7446732178,0.104895874,-0.0785019531
1082,-0.1737709924,0.2692671756,0.618480916,-0.7500443115,0.112708374,-0.0770371094
1083,-0.0287328244,0.0249923664,0.7558854962,-0.7578568115,0.1334603271,-0.0582382812
1084,0.1621068702,-0.2040152672,0.9085572519,-0.7739700928,0.1522591553,-0.0506699219
1085,0.0552366412,-0.1200458015,0.9467251908,-0.7895950928,0.1359017334,-0.0689804687
1086,-0.150870229,0.040259542,0.8780229008,-0.770552124,0.1295540771,-0.0697128906
1087,-0.2501068702,0.3150687023,0.7864198473,-0.7971634521,0.142005249,-0.0582382812
1088,-0.1127022901,0.2310992366,0.7100839695,-0.7808060303,0.143958374,-0.0399277344
1089,-0.0745343511,0.2616335878,0.5192442748,-0.7969193115,0.1456673584,-0.0621445312
1090,-0.1203358779,0.5211755725,0.3818396947,-0.7739700928,0.1315072021,-0.0802109375
1091,-0.0745343511,0.6433129771,0.2673358779,-0.7642044678,0.1354134521,-0.0665390625
1092,0.0323358779,0.4982748092,0.2673358779,-0.776411499,0.1422493896,-0.0482285156
1093,0.1850076336,0.4372061069,0.2902366412,-0.7944779053,0.1317513428,-0.051890625
1094,0.3071450382,0.0784274809,0.2826030534,-0.788130249,0.1305306396,-0.0328476562
1095,0.3224122137,-0.0818778626,0.2215343511,-0.7790970459,0.1346810303,-0.06946875
1096,0.3300458015,-0.1505801527,0.1222977099,-0.7817825928,0.1393197021,-0.0848496094
1097,0.3758473282,-0.425389313,0.0993969466,-0.7786087646,0.143958374,-0.0721542969
1098,0.4445496183,-0.7001984733,0.1070305344,-0.7886185303,0.1424935303,-0.0389511719
1099,0.3071450382,-0.7994351145,-0.0074732824,-0.7808060303,0.1290657959,-0.0433457031
1100,0.1850076336,-0.8223358779,-0.0685419847,-0.7866654053,0.1222298584,-0.073375
1101,0.169740458,-0.8605038168,-0.129610687,-0.7922806396,0.1288216553,-0.0587265625
1102,0.2079083969,-0.7918015267,-0.1067099237,-0.7859329834,0.1444466553,-0.0853378906
1103,0.1850076336,-0.8910381679,-0.1983129771,-0.7930130615,0.1241829834,-0.0794785156
1104,0.1850076336,-1.0284427481,-0.2822824427,-0.7800736084,0.1268685303,-0.0457871094
1105,0.169740458,-1.0055419847,-0.3738854962,-0.7790970459,0.1273568115,-0.0748398437
1106,-0.0058320611,-1.066610687,-0.5265572519,-0.7700638428,0.1122200928,-0.0958359375
1107,-0.1279694656,-1.0818778626,-0.5418244275,-0.7761673584,0.1129525146,-0.0797226562
1108,-0.1585038168,-1.0437099237,-0.4960229008,-0.7720169678,0.1236947021,-0.0738632812
1109,-0.1050687023,-1.1963816794,-0.4196870229,-0.7642044678,0.1183236084,-0.0682480469
1110,0.0094351145,-1.5169923664,-0.2670152672,-0.7695755615,0.1249154053,-0.0560410156
1111,0.1163053435,-1.7918015267,-0.0990763359,-0.7488236084,0.128333374,-0.0626328125
1112,0.1773740458,-1.9521068702,-0.022740458,-0.7583450928,0.1214974365,-0.0431015625
1113,0.062870229,-2.0055419847,-0.0609083969,-0.7517532959,0.1273568115,-0.0514023437
1114,-0.0974351145,-2.0742442748,-0.0685419847,-0.7590775146,0.1144173584,-0.0443222656
1115,-0.0898015267,-2.173480916,-0.0303740458,-0.7454056396,0.1236947021,-0.0328476562
1116,0.0552366412,-2.4482900763,0.1070305344,-0.7329544678,0.1234505615,-0.0692246094
1117,0.1850076336,-2.8681374046,0.2139007634,-0.7356400146,0.1131966553,-0.0506699219
1118,0.0934045802,-3.0360763359,0.2673358779,-0.7524857178,0.1258919678,-0.0338242187
1119,-0.0134656489,-2.8986717557,0.3513053435,-0.7930130615,0.1171029053,-0.0409042969
1120,-0.1356030534,-2.9826412214,0.4429083969,-0.7561478271,0.1219857178,-0.0177109375
1121,-0.4104122137,-2.959740458,0.3742061069,-0.776411499,0.1249154053,-0.0330917969
1122,-0.6546870229,-2.7841679389,0.2826030534,-0.7554154053,0.1075814209,-0.0489609375
1123,-0.7004885496,-2.7230992366,0.2826030534,-0.7517532959,0.1109993896,-0.0411484375
1124,-0.509648855,-2.9444732824,0.3055038168,-0.7446732178,0.1158822021,-0.0201523437
1125,-0.3264427481,-2.7536335878,0.297870229,-0.7534622803,0.1366341553,-0.0404160156
1126,-0.2043053435,-2.5627938931,0.2291679389,-0.7610306396,0.1158822021,-0.0172226562
1127,-0.1432366412,-2.6009618321,0.191,-0.7551712646,0.1256478271,-0.0023300781
1128,-0.0287328244,-2.6925648855,0.2215343511,-0.7759232178,0.1327279053,-0.0020859375
1129,0.0934045802,-3.0818778626,0.297870229,-0.7642044678,0.1310189209,0.00865625
1130,0.1850076336,-3.387221374,0.4123740458,-0.7742142334,0.1402962646,0.0228164063
1131,0.169740458,-3.4940916031,0.4810763359,-0.7913040771,0.1334603271,0.0259902344
1132,0.0323358779,-3.639129771,0.5345114504,-0.8005814209,0.1466439209,0.0281875
1133,-0.1814045802,-3.9292061069,0.5803129771,-0.7908157959,0.1424935303,0.0279433594
1134,-0.4485801527,-4.2345496183,0.656648855,-0.7903275146,0.1410286865,0.010609375
1135,-0.6928549618,-4.1276793893,0.5574122137,-0.788130249,0.1290657959,-0.03040625
1136,-0.7768244275,-3.7612671756,0.3513053435,-0.758833374,0.108802124,-0.0531113281
1137,-0.616519084,-3.3261526718,0.2062671756,-0.751020874,0.1337044678,0.0025527344
1138,-0.5249160305,-3.0437099237,0.0459618321,-0.7602982178,0.1339486084,0.0469863281
1139,-0.6317862595,-2.5551603053,-0.2135801527,-0.7930130615,0.1590950928,0.0843398438
1140,-0.8989618321,-2.2650839695,-0.450221374,-0.7937454834,0.1415169678,0.1011855469
1141,-1.0821679389,-2.1582137405,-0.5341908397,-0.7808060303,0.1344368896,0.0921523438
1142,-1.0287328244,-2.318519084,-0.5112900763,-0.7478470459,0.1373665771,0.0797011719
1143,-0.723389313,-2.6162290076,-0.3662519084,-0.7688431396,0.1437142334,0.0738417969
1144,-0.2730076336,-2.9292061069,-0.167778626,-0.7615189209,0.1437142334,0.0743300781
1145,0.1544732824,-3.0360763359,-0.0380076336,-0.7649368896,0.1495736084,0.0635878906
1146,0.3300458015,-2.9902748092,-0.0074732824,-0.7681107178,0.1258919678,0.026234375
1147,0.3682137405,-2.8299694656,-0.1067099237,-0.7637161865,0.1217415771,0.0364882813
1148,0.4292824427,-2.387221374,-0.2670152672,-0.7578568115,0.130286499,0.0630996094
1149,0.4827175573,-2.0895114504,-0.4120534351,-0.7644486084,0.1285775146,0.0794570313
1150,0.5056183206,-2.1276793893,-0.4349541985,-0.7519974365,0.1434700928,0.1033828125
1151,0.4598167939,-2.0971450382,-0.5112900763,-0.7790970459,0.143958374,0.0875136719
1152,0.314778626,-2.1963816794,-0.5418244275,-0.7781204834,0.1317513428,0.0999648438
1153,0.0781374046,-2.2879847328,-0.5036564885,-0.7844681396,0.1276009521,0.0792128906
1154,-0.044,-2.211648855,-0.4578549618,-0.7932572021,0.1268685303,0.0638320313
1155,-0.0134656489,-2.4482900763,-0.3204503817,-0.7703079834,0.1261361084,0.0665175781
1156,0.0857709924,-2.7765343511,-0.2441145038,-0.7925247803,0.1256478271,0.0689589844
1157,0.1773740458,-2.9673740458,-0.1754122137,-0.7673782959,0.1151497803,0.0755507813
1158,0.0705038168,-3.0589770992,-0.1830458015,-0.7717728271,0.1246712646,0.0738417969
1159,-0.2653740458,-3.0513435115,-0.2517480916,-0.7734818115,0.118567749,0.0889785156
1160,-0.5325496183,-2.9673740458,-0.2822824427,-0.7786087646,0.1429818115,0.112171875
1161,-0.6699541985,-2.9215725191,-0.3051832061,-0.7668900146,0.1258919678,0.114125
1162,-0.7004885496,-2.9521068702,-0.274648855,-0.7727493896,0.1407845459,0.1148574219
1163,-0.5707175573,-3.0208091603,-0.2899160305,-0.7683548584,0.1390755615,0.1251113281
1164,-0.4180458015,-3.1887480916,-0.2212137405,-0.7554154053,0.1312630615,0.1260878906
1165,-0.1661374046,-3.387221374,-0.1830458015,-0.7515091553,0.1097786865,0.1019179688
1166,0.1239389313,-3.6238625954,-0.0685419847,-0.7336868896,0.114661499,0.0850722656
1167,0.4598167939,-3.852870229,0.1146641221,-0.7561478271,0.1171029053,0.1138808594
1168,0.5514198473,-4.0360763359,0.2902366412,-0.7700638428,0.099036499,0.1041152344
1169,0.3300458015,-4.1963816794,0.3665725191,-0.7683548584,0.1070931396,0.104359375
1170,-0.0516335878,-4.0437099237,0.297870229,-0.7754349365,0.1178353271,0.1400039063
1171,-0.5401832061,-3.8986717557,0.2062671756,-0.7673782959,0.1212532959,0.1595351563
1172,-0.8913282443,-3.6543969466,0.0764961832,-0.7720169678,0.1288216553,0.1761367188
1173,-1.2119389313,-3.5169923664,-0.0151068702,-0.7519974365,0.1305306396,0.18053125
1174,-1.3340763359,-3.4940916031,-0.0685419847,-0.7556595459,0.1214974365,0.1693007813
1175,-1.3417099237,-3.2879847328,-0.1143435115,-0.7593216553,0.1163704834,0.1483046875
1176,-1.1661374046,-3.3261526718,-0.0609083969,-0.7522415771,0.1175911865,0.1585585938
1177,-0.8913282443,-3.4559236641,-0.0609083969,-0.7522415771,0.1175911865,0.1663710938
1178,-0.6394198473,-3.6467633588,-0.0380076336,-0.756880249,0.1229622803,0.1771132813
1179,-0.4409465649,-3.959740458,-0.0303740458,-0.7546829834,0.1249154053,0.1714980469
1180,-0.3417099237,-4.280351145,0.0230610687,-0.7544388428,0.128333374,0.1929824219
1181,-0.3417099237,-4.2650839695,0.1146641221,-0.766645874,0.140052124,0.1920058594
1182,-0.5249160305,-4.1963816794,0.1222977099,-0.7522415771,0.132239624,0.2088515625
1183,-0.685221374,-4.1582137405,0.0077938931,-0.7505325928,0.1234505615,0.2381484375
1184,-0.8149923664,-4.0513435115,-0.0914427481,-0.7488236084,0.1156380615,0.2191054688
1185,-0.8378931298,-3.9902748092,-2.1601450382,-0.7407669678,0.124427124,0.2103164063
1186,-0.6394198473,-3.9673740458,-0.3204503817,-0.7346634521,0.1273568115,0.207875
1187,-0.3875114504,-3.852870229,-0.3662519084,-0.7227005615,0.1202767334,0.2132460938
1188,-0.1279694656,-3.7078320611,-0.3738854962,-0.7292923584,0.122473999,0.221546875
1189,0.0552366412,-1.7536335878,-0.4120534351,-0.7375931396,0.1227181396,0.21178125
1190,0.1163053435,-3.9139389313,-0.3128167939,-0.7339310303,0.1276009521,0.2242324219
1191,0.062870229,-4.1353129771,-0.3051832061,-0.7375931396,0.1329720459,0.2557265625
1192,-0.2043053435,-4.0131755725,-0.2822824427,-0.7581009521,0.1144173584,0.2557265625
1193,-0.5859847328,-3.8452366412,-0.274648855,-0.7771439209,0.124427124,0.2659804688
1194,-0.8226259542,-3.8605038168,-0.2288473282,-0.7515091553,0.1273568115,0.2901503906
1195,-0.8073587786,-4.0131755725,-0.129610687,-0.7617630615,0.1390755615,0.2923476563
1196,-0.7081221374,-4.2879847328,0.0077938931,-0.7427200928,0.1376107178,0.2864882813
1197,-0.5172824427,-4.5856946565,0.1680992366,-0.7336868896,0.1446907959,0.3006484375
1198,-0.4104122137,-4.8986717557,0.3436717557,-0.7307572021,0.1332161865,0.29771875
1199,-0.4256793893,-5.1200458015,0.3894732824,-0.7227005615,0.1139290771,0.2986953125
1200,-0.3951450382,-4.959740458,0.2291679389,-0.7388138428,0.1202767334,0.3008925781
1201,-0.5478167939,-4.3108854962,-0.0074732824,-0.7766556396,0.1083138428,0.2623183594
1202,-0.723389313,-3.8299694656,-0.1906793893,-0.762739624,0.1136849365,0.2972304688
1203,-0.6928549618,-3.5398931298,-0.2288473282,-0.7446732178,0.1268685303,0.3099257813
1204,-0.6241526718,-3.173480916,-0.2670152672,-0.7454056396,0.1390755615,0.3072402344
1205,-0.5630839695,-3.0360763359,-0.236480916,-0.7312454834,0.1207650146,0.3187148438
1206,-0.4256793893,-3.0437099237,1.725351145,-0.7209915771,0.1109993896,0.3174941406
1207,-0.2806412214,-3.1124122137,-0.1983129771,-0.7324661865,0.1051400146,0.3267714844
